loan_int_rate,loan_amnt,loan_grade,debt_ratio,loan_intent,loan_percent_income,person_income,dataset,label
13.06,2275.0,C,,DEBTCONSOLIDATION,0.14,16000.0,credit_risk,0.0
6.39,2000.0,A,,PERSONAL,0.13,16000.0,credit_risk,0.0
14.93,25000.0,E,,DEBTCONSOLIDATION,0.17,148000.0,credit_risk,1.0
12.84,5600.0,C,,MEDICAL,0.35,16000.0,credit_risk,1.0
17.14,3625.0,E,,VENTURE,0.23,16020.0,credit_risk,1.0
7.14,5500.0,A,,VENTURE,0.34,16094.0,credit_risk,1.0
8.9,25000.0,A,,PERSONAL,0.14,175000.0,credit_risk,0.0
12.42,2000.0,B,,PERSONAL,0.12,16200.0,credit_risk,0.0
12.68,25000.0,C,,HOMEIMPROVEMENT,0.14,185000.0,credit_risk,0.0
11.03,25000.0,C,,PERSONAL,0.15,162000.0,credit_risk,0.0
7.9,30000.0,A,,VENTURE,0.19,161000.0,credit_risk,0.0
10.65,35000.0,B,,MEDICAL,0.22,160000.0,credit_risk,0.0
11.86,25000.0,B,,VENTURE,0.11,225000.0,credit_risk,0.0
8.94,5000.0,A,,PERSONAL,0.3,16400.0,credit_risk,1.0
9.63,4375.0,B,,VENTURE,0.27,16500.0,credit_risk,1.0
14.22,24750.0,C,,PERSONAL,0.5,49500.0,credit_risk,1.0
9.33,24750.0,B,,DEBTCONSOLIDATION,0.41,60000.0,credit_risk,1.0
13.85,24500.0,C,,MEDICAL,0.29,84200.0,credit_risk,0.0
10.65,2000.0,B,,EDUCATION,0.12,16800.0,credit_risk,0.0
11.46,24500.0,B,,MEDICAL,0.27,92000.0,credit_risk,0.0
7.66,35000.0,A,,PERSONAL,0.22,160000.0,credit_risk,0.0
16.77,12000.0,E,,VENTURE,0.07,160000.0,credit_risk,0.0
9.63,12000.0,B,,PERSONAL,0.07,160000.0,credit_risk,0.0
12.23,25000.0,C,,PERSONAL,0.16,160000.0,credit_risk,0.0
14.09,10000.0,D,,MEDICAL,0.07,125800.0,credit_risk,1.0
13.98,24250.0,C,,PERSONAL,0.45,54000.0,credit_risk,1.0
10.62,24250.0,B,,EDUCATION,0.39,62500.0,credit_risk,1.0
,3900.0,A,,DEBTCONSOLIDATION,0.23,16800.0,credit_risk,1.0
17.56,24250.0,E,,PERSONAL,0.35,68400.0,credit_risk,1.0
14.96,24250.0,D,,MEDICAL,0.37,56045.0,credit_risk,1.0
15.65,24250.0,D,,DEBTCONSOLIDATION,0.33,74000.0,credit_risk,1.0
15.7,24250.0,D,,MEDICAL,0.31,65453.0,credit_risk,1.0
12.53,24250.0,B,,VENTURE,0.27,89908.0,credit_risk,0.0
17.56,24250.0,E,,HOMEIMPROVEMENT,0.31,78000.0,credit_risk,1.0
12.87,24250.0,C,,PERSONAL,0.24,100000.0,credit_risk,0.0
15.7,24250.0,D,,PERSONAL,0.24,103000.0,credit_risk,0.0
,9000.0,A,,EDUCATION,0.06,160000.0,credit_risk,0.0
11.14,15000.0,B,,VENTURE,0.09,160000.0,credit_risk,0.0
16.0,20000.0,D,,VENTURE,0.13,160000.0,credit_risk,0.0
15.65,25000.0,D,,EDUCATION,0.16,160000.0,credit_risk,0.0
,13750.0,C,,DEBTCONSOLIDATION,0.09,160000.0,credit_risk,0.0
15.31,15250.0,D,,VENTURE,0.1,160000.0,credit_risk,0.0
13.47,20000.0,C,,VENTURE,0.13,160000.0,credit_risk,0.0
13.85,4750.0,C,,HOMEIMPROVEMENT,0.28,16800.0,credit_risk,1.0
,24250.0,D,,PERSONAL,0.22,111996.0,credit_risk,0.0
10.39,6000.0,B,,VENTURE,0.36,16800.0,credit_risk,1.0
11.36,24250.0,B,,HOMEIMPROVEMENT,0.21,115200.0,credit_risk,0.0
11.83,24250.0,B,,EDUCATION,0.17,144000.0,credit_risk,0.0
12.53,24250.0,B,,EDUCATION,0.08,287000.0,credit_risk,0.0
14.96,24150.0,D,,HOMEIMPROVEMENT,0.22,108000.0,credit_risk,1.0
13.85,24000.0,C,,DEBTCONSOLIDATION,0.56,43000.0,credit_risk,1.0
11.58,24000.0,B,,VENTURE,0.51,47004.0,credit_risk,1.0
16.29,24000.0,D,,VENTURE,0.5,48000.0,credit_risk,1.0
,24000.0,A,,MEDICAL,0.5,48000.0,credit_risk,1.0
16.29,24000.0,D,,EDUCATION,0.53,44964.0,credit_risk,1.0
10.74,24000.0,B,,PERSONAL,0.46,52000.0,credit_risk,1.0
15.27,2250.0,C,,EDUCATION,0.13,17352.0,credit_risk,0.0
17.8,24000.0,F,,PERSONAL,0.51,47000.0,credit_risk,1.0
11.36,1000.0,B,,VENTURE,0.06,17400.0,credit_risk,0.0
17.56,24000.0,E,,MEDICAL,0.49,49000.0,credit_risk,1.0
7.9,24000.0,A,,PERSONAL,0.4,60000.0,credit_risk,1.0
10.99,24000.0,B,,PERSONAL,0.4,60000.0,credit_risk,1.0
7.29,24000.0,A,,PERSONAL,0.4,60000.0,credit_risk,1.0
10.75,24000.0,B,,MEDICAL,0.4,60000.0,credit_risk,1.0
7.9,24000.0,A,,DEBTCONSOLIDATION,0.39,62004.0,credit_risk,1.0
14.84,24000.0,D,,EDUCATION,0.38,62400.0,credit_risk,1.0
,24000.0,A,,DEBTCONSOLIDATION,0.37,65000.0,credit_risk,1.0
,4975.0,C,,EDUCATION,0.28,17760.0,credit_risk,1.0
19.69,24000.0,E,,DEBTCONSOLIDATION,0.41,59000.0,credit_risk,1.0
,24000.0,A,,VENTURE,0.36,66000.0,credit_risk,1.0
14.96,24000.0,D,,VENTURE,0.4,60000.0,credit_risk,1.0
6.99,24000.0,A,,EDUCATION,0.36,66143.0,credit_risk,1.0
16.45,24000.0,E,,PERSONAL,0.39,62250.0,credit_risk,1.0
10.99,24000.0,B,,EDUCATION,0.34,70000.0,credit_risk,1.0
10.99,24000.0,B,,DEBTCONSOLIDATION,0.32,74000.0,credit_risk,1.0
7.9,3000.0,A,,PERSONAL,0.17,18000.0,credit_risk,1.0
12.69,24000.0,B,,EDUCATION,0.32,75000.0,credit_risk,1.0
10.37,24000.0,B,,MEDICAL,0.32,75000.0,credit_risk,1.0
,24000.0,C,,HOMEIMPROVEMENT,0.32,75000.0,credit_risk,1.0
15.83,24000.0,F,,DEBTCONSOLIDATION,0.35,69000.0,credit_risk,1.0
13.92,24000.0,C,,PERSONAL,0.31,78000.0,credit_risk,1.0
11.49,2000.0,B,,VENTURE,0.11,18000.0,credit_risk,0.0
10.25,24000.0,B,,MEDICAL,0.3,80000.0,credit_risk,0.0
7.49,3500.0,A,,HOMEIMPROVEMENT,0.19,18000.0,credit_risk,1.0
5.99,4000.0,A,,EDUCATION,0.22,18000.0,credit_risk,1.0
12.92,24000.0,D,,PERSONAL,0.32,74700.0,credit_risk,1.0
11.58,24000.0,B,,PERSONAL,0.27,88596.0,credit_risk,0.0
8.9,24000.0,A,,EDUCATION,0.25,95000.0,credit_risk,0.0
19.69,24000.0,E,,DEBTCONSOLIDATION,0.29,83000.0,credit_risk,1.0
6.54,24000.0,A,,VENTURE,0.25,95000.0,credit_risk,0.0
14.54,4900.0,D,,HOMEIMPROVEMENT,0.27,18000.0,credit_risk,1.0
11.11,5000.0,B,,EDUCATION,0.28,18000.0,credit_risk,1.0
12.73,24000.0,C,,PERSONAL,0.24,100000.0,credit_risk,0.0
15.62,24000.0,D,,VENTURE,0.22,110000.0,credit_risk,0.0
6.54,6250.0,A,,HOMEIMPROVEMENT,0.35,18000.0,credit_risk,1.0
,24000.0,F,,DEBTCONSOLIDATION,0.24,98000.0,credit_risk,1.0
20.03,24000.0,G,,DEBTCONSOLIDATION,0.23,103872.0,credit_risk,1.0
9.91,24000.0,B,,EDUCATION,0.2,120000.0,credit_risk,0.0
12.69,24000.0,B,,VENTURE,0.2,120000.0,credit_risk,0.0
20.16,24000.0,G,,EDUCATION,0.22,108000.0,credit_risk,1.0
16.49,24000.0,D,,PERSONAL,0.19,124080.0,credit_risk,0.0
15.95,2500.0,D,,MEDICAL,0.14,18000.0,credit_risk,1.0
11.49,24000.0,B,,DEBTCONSOLIDATION,0.18,130000.0,credit_risk,0.0
10.99,24000.0,B,,PERSONAL,0.18,135000.0,credit_risk,0.0
13.79,24000.0,C,,HOMEIMPROVEMENT,0.18,135000.0,credit_risk,0.0
20.03,24000.0,G,,MEDICAL,0.18,114750.0,credit_risk,1.0
7.49,24000.0,A,,EDUCATION,0.16,150000.0,credit_risk,0.0
16.0,24000.0,D,,DEBTCONSOLIDATION,0.17,138000.0,credit_risk,1.0
7.88,13000.0,A,,PERSONAL,0.72,18000.0,credit_risk,1.0
10.62,6250.0,B,,VENTURE,0.35,18000.0,credit_risk,1.0
10.99,24000.0,B,,DEBTCONSOLIDATION,0.15,155000.0,credit_risk,0.0
18.3,24000.0,F,,EDUCATION,0.16,148000.0,credit_risk,1.0
,24000.0,C,,DEBTCONSOLIDATION,0.14,170000.0,credit_risk,0.0
11.36,2500.0,B,,PERSONAL,0.14,18000.0,credit_risk,0.0
,23975.0,B,,HOMEIMPROVEMENT,0.55,43896.0,credit_risk,1.0
13.47,23750.0,C,,MEDICAL,0.2,120000.0,credit_risk,0.0
11.89,23600.0,B,,PERSONAL,0.43,54996.0,credit_risk,1.0
12.18,10000.0,B,,DEBTCONSOLIDATION,0.56,18000.0,credit_risk,1.0
13.49,23600.0,C,,DEBTCONSOLIDATION,0.23,102000.0,credit_risk,0.0
14.5,23575.0,E,,PERSONAL,0.31,75000.0,credit_risk,1.0
,4000.0,C,,MEDICAL,0.22,18000.0,credit_risk,1.0
15.31,5400.0,D,,MEDICAL,0.3,18000.0,credit_risk,1.0
,4000.0,B,,MEDICAL,0.22,18000.0,credit_risk,1.0
,3375.0,B,,VENTURE,0.19,18000.0,credit_risk,1.0
7.49,23400.0,A,,VENTURE,0.35,66960.0,credit_risk,1.0
,23000.0,C,,PERSONAL,0.53,43385.0,credit_risk,1.0
,23000.0,B,,EDUCATION,0.41,56544.0,credit_risk,1.0
12.18,23000.0,B,,VENTURE,0.38,60000.0,credit_risk,1.0
11.34,1200.0,C,,VENTURE,0.07,18000.0,credit_risk,0.0
9.91,23000.0,B,,EDUCATION,0.36,63208.0,credit_risk,1.0
11.99,23000.0,B,,HOMEIMPROVEMENT,0.35,65000.0,credit_risk,1.0
9.62,23000.0,B,,EDUCATION,0.34,68000.0,credit_risk,1.0
9.96,3000.0,B,,DEBTCONSOLIDATION,0.17,18000.0,credit_risk,1.0
,23000.0,C,,VENTURE,0.29,80000.0,credit_risk,0.0
14.54,23000.0,D,,VENTURE,0.26,88000.0,credit_risk,1.0
11.36,22750.0,B,,MEDICAL,0.39,58600.0,credit_risk,1.0
14.27,22500.0,C,,DEBTCONSOLIDATION,0.32,70000.0,credit_risk,1.0
11.99,3000.0,B,,HOMEIMPROVEMENT,0.16,18287.0,credit_risk,1.0
18.99,22500.0,F,,EDUCATION,0.32,69846.0,credit_risk,1.0
16.7,22400.0,E,,VENTURE,0.31,73000.0,credit_risk,1.0
9.32,5000.0,A,,PERSONAL,0.27,18500.0,credit_risk,1.0
12.69,22250.0,B,,DEBTCONSOLIDATION,0.64,35000.0,credit_risk,1.0
13.11,22000.0,C,,HOMEIMPROVEMENT,0.51,43000.0,credit_risk,1.0
10.74,22000.0,B,,PERSONAL,0.42,52000.0,credit_risk,1.0
14.11,4200.0,D,,PERSONAL,0.22,18701.0,credit_risk,1.0
9.63,22000.0,B,,EDUCATION,0.39,57000.0,credit_risk,1.0
14.65,22000.0,C,,MEDICAL,0.38,58000.0,credit_risk,1.0
10.25,22000.0,B,,DEBTCONSOLIDATION,0.37,60000.0,credit_risk,1.0
14.26,22000.0,C,,VENTURE,0.37,60000.0,credit_risk,1.0
9.91,3000.0,B,,EDUCATION,0.16,18840.0,credit_risk,1.0
17.19,22000.0,E,,MEDICAL,0.39,56000.0,credit_risk,1.0
11.36,22000.0,B,,EDUCATION,0.31,70000.0,credit_risk,1.0
,22000.0,F,,EDUCATION,0.33,66000.0,credit_risk,1.0
10.59,22000.0,B,,DEBTCONSOLIDATION,0.3,74064.0,credit_risk,0.0
9.25,22000.0,B,,EDUCATION,0.29,76597.0,credit_risk,0.0
8.49,3625.0,A,,MEDICAL,0.19,19000.0,credit_risk,1.0
6.54,22000.0,A,,VENTURE,0.29,77000.0,credit_risk,0.0
8.49,6000.0,A,,MEDICAL,0.32,19000.0,credit_risk,1.0
,22000.0,A,,MEDICAL,0.28,80000.0,credit_risk,0.0
12.69,22000.0,B,,VENTURE,0.27,82600.0,credit_risk,0.0
13.85,7400.0,C,,MEDICAL,0.39,19000.0,credit_risk,1.0
7.4,4000.0,A,,DEBTCONSOLIDATION,0.21,19000.0,credit_risk,1.0
11.71,22000.0,B,,DEBTCONSOLIDATION,0.26,84000.0,credit_risk,0.0
11.48,22000.0,B,,PERSONAL,0.28,77650.0,credit_risk,1.0
17.51,22000.0,E,,EDUCATION,0.27,82000.0,credit_risk,1.0
14.61,3500.0,D,,DEBTCONSOLIDATION,0.18,19012.0,credit_risk,1.0
7.88,22000.0,A,,DEBTCONSOLIDATION,0.22,99996.0,credit_risk,0.0
,22000.0,B,,PERSONAL,0.2,110000.0,credit_risk,0.0
11.71,4950.0,B,,PERSONAL,0.26,19200.0,credit_risk,1.0
11.99,21700.0,B,,PERSONAL,0.38,57000.0,credit_risk,1.0
13.49,21600.0,C,,VENTURE,0.4,54000.0,credit_risk,1.0
21.21,21600.0,G,,MEDICAL,0.39,56000.0,credit_risk,1.0
14.35,21600.0,C,,DEBTCONSOLIDATION,0.34,63000.0,credit_risk,1.0
13.61,21600.0,C,,PERSONAL,0.26,82000.0,credit_risk,0.0
11.26,21600.0,B,,DEBTCONSOLIDATION,0.28,78000.0,credit_risk,1.0
10.59,2400.0,B,,VENTURE,0.13,19200.0,credit_risk,0.0
7.9,21600.0,A,,MEDICAL,0.19,112140.0,credit_risk,0.0
5.99,7000.0,A,,HOMEIMPROVEMENT,0.36,19200.0,credit_risk,1.0
11.99,3000.0,B,,EDUCATION,0.16,19200.0,credit_risk,1.0
16.89,21500.0,D,,MEDICAL,0.36,59000.0,credit_risk,1.0
9.99,21500.0,B,,HOMEIMPROVEMENT,0.31,70000.0,credit_risk,1.0
15.33,21500.0,D,,EDUCATION,0.19,116000.0,credit_risk,0.0
7.29,21450.0,A,,EDUCATION,0.36,60000.0,credit_risk,1.0
12.42,21250.0,B,,DEBTCONSOLIDATION,0.69,31000.0,credit_risk,1.0
10.99,21250.0,B,,VENTURE,0.45,47052.0,credit_risk,1.0
6.91,21250.0,A,,VENTURE,0.42,51060.0,credit_risk,1.0
14.17,5000.0,C,,DEBTCONSOLIDATION,0.26,19200.0,credit_risk,1.0
10.25,21250.0,B,,MEDICAL,0.4,53000.0,credit_risk,1.0
,9250.0,B,,EDUCATION,0.48,19200.0,credit_risk,1.0
15.95,21250.0,D,,VENTURE,0.38,56000.0,credit_risk,1.0
15.95,21250.0,D,,EDUCATION,0.33,65000.0,credit_risk,1.0
12.53,21000.0,B,,VENTURE,0.6,35000.0,credit_risk,1.0
14.91,1400.0,D,,HOMEIMPROVEMENT,0.07,19200.0,credit_risk,1.0
,3000.0,A,,MEDICAL,0.16,19200.0,credit_risk,1.0
6.54,21000.0,A,,MEDICAL,0.53,40000.0,credit_risk,1.0
,1000.0,B,,VENTURE,0.05,19200.0,credit_risk,0.0
17.26,21000.0,F,,MEDICAL,0.5,42000.0,credit_risk,1.0
11.36,21000.0,B,,MEDICAL,0.33,63000.0,credit_risk,1.0
7.51,4000.0,A,,VENTURE,0.21,19200.0,credit_risk,1.0
10.71,21000.0,B,,PERSONAL,0.36,59000.0,credit_risk,1.0
13.98,21000.0,C,,PERSONAL,0.3,70500.0,credit_risk,0.0
14.09,21000.0,D,,DEBTCONSOLIDATION,0.32,65219.0,credit_risk,1.0
10.0,21000.0,B,,EDUCATION,0.28,75000.0,credit_risk,0.0
15.33,5000.0,D,,MEDICAL,0.26,19200.0,credit_risk,1.0
16.32,21000.0,E,,MEDICAL,0.29,62047.0,credit_risk,1.0
7.9,21000.0,A,,HOMEIMPROVEMENT,0.27,79000.0,credit_risk,0.0
11.99,21000.0,B,,MEDICAL,0.26,80000.0,credit_risk,0.0
10.75,21000.0,B,,MEDICAL,0.25,84000.0,credit_risk,0.0
13.92,21000.0,C,,HOMEIMPROVEMENT,0.25,85000.0,credit_risk,0.0
9.91,21000.0,B,,EDUCATION,0.23,93000.0,credit_risk,0.0
16.95,21000.0,E,,EDUCATION,0.26,81000.0,credit_risk,1.0
7.9,21000.0,A,,EDUCATION,0.22,97000.0,credit_risk,0.0
,21000.0,C,,EDUCATION,0.22,97000.0,credit_risk,0.0
16.49,21000.0,D,,PERSONAL,0.21,100000.0,credit_risk,1.0
11.97,7500.0,C,,PERSONAL,0.39,19200.0,credit_risk,1.0
6.17,6250.0,A,,DEBTCONSOLIDATION,0.32,19253.0,credit_risk,1.0
8.9,21000.0,A,,HOMEIMPROVEMENT,0.17,125000.0,credit_risk,0.0
12.99,21000.0,C,,EDUCATION,0.17,125000.0,credit_risk,0.0
12.69,20900.0,B,,PERSONAL,0.25,82000.0,credit_risk,0.0
9.64,15000.0,B,,EDUCATION,0.77,19500.0,credit_risk,1.0
7.49,20500.0,A,,VENTURE,0.41,50000.0,credit_risk,1.0
13.16,20500.0,C,,EDUCATION,0.29,70000.0,credit_risk,0.0
8.38,2100.0,A,,EDUCATION,0.11,19800.0,credit_risk,0.0
10.25,20400.0,B,,EDUCATION,0.25,80004.0,credit_risk,0.0
7.49,20375.0,A,,PERSONAL,0.38,54000.0,credit_risk,1.0
9.76,20050.0,B,,EDUCATION,0.77,26000.0,credit_risk,1.0
10.99,20000.0,B,,DEBTCONSOLIDATION,0.61,33000.0,credit_risk,1.0
11.71,5000.0,B,,PERSONAL,0.25,20000.0,credit_risk,0.0
10.65,9250.0,B,,PERSONAL,0.46,20000.0,credit_risk,0.0
12.53,20000.0,B,,MEDICAL,0.57,35364.0,credit_risk,1.0
14.59,20000.0,D,,MEDICAL,0.53,38000.0,credit_risk,1.0
12.61,20000.0,D,,DEBTCONSOLIDATION,0.63,32000.0,credit_risk,1.0
13.11,20000.0,C,,MEDICAL,0.53,38004.0,credit_risk,1.0
10.65,6400.0,B,,MEDICAL,0.32,20000.0,credit_risk,0.0
11.22,20000.0,C,,PERSONAL,0.52,38556.0,credit_risk,1.0
16.0,20000.0,D,,EDUCATION,0.61,32900.0,credit_risk,1.0
8.88,20000.0,B,,HOMEIMPROVEMENT,0.59,34000.0,credit_risk,1.0
12.53,20000.0,B,,PERSONAL,0.5,40000.0,credit_risk,1.0
,20000.0,D,,MEDICAL,0.56,36000.0,credit_risk,1.0
5.99,4800.0,A,,MEDICAL,0.24,20000.0,credit_risk,0.0
13.47,20000.0,C,,EDUCATION,0.48,42000.0,credit_risk,1.0
6.99,20000.0,A,,VENTURE,0.47,42224.0,credit_risk,1.0
15.99,5650.0,D,,PERSONAL,0.28,20000.0,credit_risk,0.0
,3625.0,C,,EDUCATION,0.18,20000.0,credit_risk,0.0
16.69,20000.0,E,,DEBTCONSOLIDATION,0.54,37212.0,credit_risk,1.0
11.11,20000.0,B,,MEDICAL,0.53,38000.0,credit_risk,1.0
7.9,20000.0,A,,EDUCATION,0.44,45000.0,credit_risk,1.0
10.25,20000.0,B,,PERSONAL,0.44,45000.0,credit_risk,1.0
,20000.0,E,,MEDICAL,0.44,45000.0,credit_risk,1.0
7.49,1200.0,A,,MEDICAL,0.06,20000.0,credit_risk,0.0
13.92,20000.0,C,,DEBTCONSOLIDATION,0.44,45000.0,credit_risk,1.0
14.74,20000.0,D,,MEDICAL,0.51,39000.0,credit_risk,1.0
10.62,20000.0,B,,EDUCATION,0.43,46500.0,credit_risk,1.0
10.65,20000.0,B,,VENTURE,0.42,48000.0,credit_risk,1.0
12.99,20000.0,D,,PERSONAL,0.48,42000.0,credit_risk,1.0
11.36,20000.0,B,,VENTURE,0.41,48500.0,credit_risk,1.0
5.79,7500.0,A,,EDUCATION,0.38,20000.0,credit_risk,0.0
6.54,20000.0,A,,EDUCATION,0.4,49400.0,credit_risk,1.0
5.79,4000.0,A,,VENTURE,0.2,20000.0,credit_risk,0.0
7.49,20000.0,A,,DEBTCONSOLIDATION,0.4,50000.0,credit_risk,1.0
13.43,20000.0,C,,EDUCATION,0.4,50000.0,credit_risk,1.0
13.22,20000.0,C,,DEBTCONSOLIDATION,0.4,50000.0,credit_risk,1.0
14.72,5000.0,C,,VENTURE,0.25,20000.0,credit_risk,0.0
15.68,20000.0,E,,EDUCATION,0.45,44000.0,credit_risk,1.0
,20000.0,B,,MEDICAL,0.39,50866.0,credit_risk,1.0
11.48,20000.0,B,,HOMEIMPROVEMENT,0.39,50950.0,credit_risk,1.0
10.38,20000.0,B,,VENTURE,0.39,51000.0,credit_risk,1.0
12.53,20000.0,B,,EDUCATION,0.39,51000.0,credit_risk,1.0
13.47,20000.0,C,,EDUCATION,0.39,51000.0,credit_risk,1.0
12.21,20000.0,B,,VENTURE,0.39,51500.0,credit_risk,1.0
10.99,20000.0,B,,VENTURE,0.38,51996.0,credit_risk,1.0
11.36,20000.0,B,,EDUCATION,0.38,52000.0,credit_risk,1.0
16.0,20000.0,D,,DEBTCONSOLIDATION,0.43,46000.0,credit_risk,1.0
7.74,1500.0,A,,PERSONAL,0.07,20000.0,credit_risk,0.0
15.65,20000.0,D,,EDUCATION,0.38,52000.0,credit_risk,1.0
11.78,20000.0,C,,DEBTCONSOLIDATION,0.43,46000.0,credit_risk,1.0
,20000.0,B,,HOMEIMPROVEMENT,0.38,52559.0,credit_risk,1.0
16.77,20000.0,D,,MEDICAL,0.43,47000.0,credit_risk,1.0
9.91,20000.0,B,,EDUCATION,0.37,54000.0,credit_risk,1.0
15.65,20000.0,D,,MEDICAL,0.42,48000.0,credit_risk,1.0
14.96,20000.0,D,,MEDICAL,0.42,48000.0,credit_risk,1.0
11.83,20000.0,B,,VENTURE,0.37,54000.0,credit_risk,1.0
11.66,20000.0,C,,MEDICAL,0.41,48912.0,credit_risk,1.0
12.18,20000.0,B,,EDUCATION,0.36,54996.0,credit_risk,1.0
6.91,20000.0,A,,HOMEIMPROVEMENT,0.36,55000.0,credit_risk,1.0
6.91,20000.0,A,,DEBTCONSOLIDATION,0.36,55000.0,credit_risk,1.0
19.79,20000.0,F,,HOMEIMPROVEMENT,0.41,49000.0,credit_risk,1.0
9.88,20000.0,B,,VENTURE,0.36,55000.0,credit_risk,1.0
9.76,16600.0,B,,PERSONAL,0.83,20000.0,credit_risk,0.0
12.53,20000.0,B,,DEBTCONSOLIDATION,0.36,55000.0,credit_risk,1.0
,20000.0,B,,VENTURE,0.36,55200.0,credit_risk,1.0
6.99,7125.0,A,,PERSONAL,0.36,20004.0,credit_risk,0.0
16.89,20000.0,D,,EDUCATION,0.35,57000.0,credit_risk,1.0
17.49,20000.0,D,,PERSONAL,0.39,51012.0,credit_risk,1.0
16.82,2500.0,E,,EDUCATION,0.12,20004.0,credit_risk,0.0
,3600.0,B,,HOMEIMPROVEMENT,0.18,20004.0,credit_risk,0.0
13.11,20000.0,C,,DEBTCONSOLIDATION,0.34,58000.0,credit_risk,1.0
7.66,20000.0,A,,DEBTCONSOLIDATION,0.34,58800.0,credit_risk,1.0
6.17,20000.0,A,,MEDICAL,0.34,59000.0,credit_risk,1.0
16.35,20000.0,E,,PERSONAL,0.38,53000.0,credit_risk,1.0
7.9,20000.0,A,,MEDICAL,0.33,60000.0,credit_risk,1.0
16.49,20000.0,D,,VENTURE,0.37,54000.0,credit_risk,1.0
,3550.0,A,,VENTURE,0.18,20245.0,credit_risk,0.0
8.0,7000.0,A,,HOMEIMPROVEMENT,0.35,20280.0,credit_risk,0.0
10.99,20000.0,B,,PERSONAL,0.33,60000.0,credit_risk,1.0
6.91,7750.0,A,,VENTURE,0.38,20352.0,credit_risk,0.0
8.88,20000.0,B,,PERSONAL,0.37,54000.0,credit_risk,1.0
,20000.0,A,,VENTURE,0.33,60000.0,credit_risk,1.0
14.84,20000.0,D,,DEBTCONSOLIDATION,0.37,54000.0,credit_risk,1.0
11.12,20000.0,B,,PERSONAL,0.37,54000.0,credit_risk,1.0
7.88,20000.0,A,,EDUCATION,0.33,60000.0,credit_risk,1.0
,20000.0,B,,EDUCATION,0.33,60000.0,credit_risk,1.0
15.99,6000.0,D,,EDUCATION,0.29,20400.0,credit_risk,0.0
10.99,5500.0,B,,DEBTCONSOLIDATION,0.27,20400.0,credit_risk,0.0
,20000.0,B,,EDUCATION,0.33,60000.0,credit_risk,1.0
15.65,20000.0,D,,PERSONAL,0.37,54000.0,credit_risk,1.0
17.04,20000.0,E,,PERSONAL,0.37,54000.0,credit_risk,1.0
12.21,20000.0,B,,EDUCATION,0.33,60000.0,credit_risk,1.0
15.23,1275.0,C,,EDUCATION,0.06,20400.0,credit_risk,0.0
14.11,20000.0,D,,DEBTCONSOLIDATION,0.37,54000.0,credit_risk,1.0
11.14,20000.0,B,,PERSONAL,0.33,60000.0,credit_risk,1.0
11.49,2400.0,B,,MEDICAL,0.12,20400.0,credit_risk,0.0
13.87,20000.0,D,,PERSONAL,0.33,60000.0,credit_risk,1.0
10.08,20000.0,B,,HOMEIMPROVEMENT,0.33,60000.0,credit_risk,1.0
16.7,20000.0,E,,PERSONAL,0.37,54504.0,credit_risk,1.0
18.64,20000.0,E,,VENTURE,0.36,55000.0,credit_risk,1.0
12.18,20000.0,B,,HOMEIMPROVEMENT,0.33,61000.0,credit_risk,1.0
,3800.0,D,,DEBTCONSOLIDATION,0.19,20400.0,credit_risk,0.0
6.54,20000.0,A,,MEDICAL,0.32,62000.0,credit_risk,1.0
14.61,20000.0,D,,EDUCATION,0.36,56000.0,credit_risk,1.0
17.39,20000.0,E,,VENTURE,0.36,56000.0,credit_risk,1.0
11.12,20000.0,B,,HOMEIMPROVEMENT,0.32,62400.0,credit_risk,1.0
11.48,20000.0,B,,VENTURE,0.32,62400.0,credit_risk,1.0
12.42,20000.0,B,,MEDICAL,0.32,63000.0,credit_risk,1.0
10.25,20000.0,B,,DEBTCONSOLIDATION,0.34,58000.0,credit_risk,1.0
10.65,20000.0,B,,MEDICAL,0.31,65000.0,credit_risk,1.0
16.29,5000.0,D,,PERSONAL,0.24,20800.0,credit_risk,0.0
10.37,20000.0,B,,MEDICAL,0.31,65000.0,credit_risk,1.0
11.49,20000.0,B,,VENTURE,0.31,65000.0,credit_risk,1.0
10.59,10000.0,B,,VENTURE,0.48,20856.0,credit_risk,0.0
13.49,5375.0,C,,VENTURE,0.26,20868.0,credit_risk,0.0
,20000.0,C,,PERSONAL,0.34,59000.0,credit_risk,1.0
12.29,20000.0,C,,EDUCATION,0.34,59000.0,credit_risk,1.0
17.27,3500.0,D,,DEBTCONSOLIDATION,0.17,21000.0,credit_risk,1.0
11.99,20000.0,B,,DEBTCONSOLIDATION,0.31,65004.0,credit_risk,1.0
14.84,20000.0,D,,PERSONAL,0.34,59004.0,credit_risk,1.0
10.83,20000.0,B,,DEBTCONSOLIDATION,0.34,59004.0,credit_risk,1.0
13.22,20000.0,C,,DEBTCONSOLIDATION,0.31,65500.0,credit_risk,1.0
12.18,20000.0,B,,EDUCATION,0.3,66996.0,credit_risk,0.0
11.11,20000.0,B,,MEDICAL,0.3,67000.0,credit_risk,0.0
13.48,20000.0,C,,HOMEIMPROVEMENT,0.3,67000.0,credit_risk,0.0
10.75,20000.0,B,,EDUCATION,0.29,68000.0,credit_risk,0.0
12.53,20000.0,C,,PERSONAL,0.29,68000.0,credit_risk,0.0
14.84,20000.0,D,,DEBTCONSOLIDATION,0.32,62400.0,credit_risk,1.0
17.74,20000.0,E,,VENTURE,0.29,69500.0,credit_risk,0.0
